,Año,Trimestre,Provincia,Accesos por cada 100 hab
656,2016,1,Formosa,4.858053690123639
657,2016,1,Jujuy,5.491800261988138
658,2016,1,La Pampa,19.101771424266833
659,2016,1,La Rioja,4.4969582015400285
660,2016,1,Mendoza,8.990567825336337
661,2016,1,Misiones,7.751215322654614
662,2016,1,Neuquén,16.65921009321782
663,2016,1,Río Negro,14.14929460475045
664,2016,1,Salta,7.6113150931071925
665,2016,1,San Juan,6.982387580659241
666,2016,1,San Luis,2.752950183918377
667,2016,1,Santa Cruz,8.051419802811122
668,2016,1,Santa Fe,16.157804349232396
669,2016,1,Santiago Del Estero,4.032855070541266
670,2016,1,Tierra Del Fuego,19.6541853628346
671,2016,1,Tucumán,9.127106142747772
672,2015,4,Buenos Aires,17.683348856285942
673,2015,4,Capital Federal,44.832983780989366
674,2015,4,Catamarca,6.643394374998431
675,2015,4,Chaco,7.53670916277073
676,2015,4,Chubut,11.205552103480567
677,2015,4,Córdoba,17.46916799414709
678,2015,4,Corrientes,7.950363156694786
679,2015,4,Entre Ríos,13.123962308090587
680,2015,4,Formosa,4.8305631271657905
681,2015,4,Jujuy,5.458341251601313
682,2015,4,La Pampa,19.272161272149656
683,2015,4,La Rioja,4.577775134234902
684,2015,4,Mendoza,9.015907568565332
685,2015,4,Misiones,7.766317103077486
686,2015,4,Neuquén,17.22630452981118
687,2015,4,Río Negro,14.185024658290292
688,2015,4,Salta,7.599850568087338
689,2015,4,San Juan,7.007150043164227
690,2015,4,San Luis,2.759291577250979
691,2015,4,Santa Cruz,8.143243109871943
692,2015,4,Santa Fe,16.474943169318767
693,2015,4,Santiago Del Estero,4.197822731421939
694,2015,4,Tierra Del Fuego,19.441920240938828
695,2015,4,Tucumán,9.122607419100433
696,2015,3,Buenos Aires,17.5478839831824
697,2015,3,Capital Federal,44.91109222814752
698,2015,3,Catamarca,6.5638473961451576
699,2015,3,Chaco,7.454020298824401
700,2015,3,Chubut,11.233578169758335
701,2015,3,Córdoba,17.430734989025318
702,2015,3,Corrientes,7.9251911359201195
703,2015,3,Entre Ríos,13.027710914374044
704,2015,3,Formosa,4.783639923880968
705,2015,3,Jujuy,5.423454555427568
706,2015,3,La Pampa,19.055588379965016
707,2015,3,La Rioja,4.550079085806065
708,2015,3,Mendoza,9.042401990754488
709,2015,3,Misiones,7.687041384274881
710,2015,3,Neuquén,16.195213031371225
711,2015,3,Río Negro,14.21984560217436
712,2015,3,Salta,7.525378783060509
713,2015,3,San Juan,7.027462887351242
714,2015,3,San Luis,2.7688118552652248
715,2015,3,Santa Cruz,8.159354482038923
716,2015,3,Santa Fe,16.3639671637834
717,2015,3,Santiago Del Estero,4.237302719178804
718,2015,3,Tierra Del Fuego,22.04802112197417
719,2015,3,Tucumán,9.04046893117945
720,2015,2,Buenos Aires,17.32566254457297
721,2015,2,Capital Federal,44.08485428379352
722,2015,2,Catamarca,6.475144864314208
723,2015,2,Chaco,7.341229538625331
724,2015,2,Chubut,11.215678099350221
725,2015,2,Córdoba,17.106520102782877
726,2015,2,Corrientes,7.790823368355694
727,2015,2,Entre Ríos,12.837181261223597
728,2015,2,Formosa,4.673478484721786
729,2015,2,Jujuy,5.188392481356063
730,2015,2,La Pampa,18.685329046975873
731,2015,2,La Rioja,4.494678751214943
732,2015,2,Mendoza,9.068294493026901
733,2015,2,Misiones,7.4498150149300955
734,2015,2,Neuquén,15.814175161962616
735,2015,2,Río Negro,14.14343856592951
736,2015,2,Salta,7.378443804380798
737,2015,2,San Juan,7.042097078751527
738,2015,2,San Luis,2.778618445940834
739,2015,2,Santa Cruz,8.058063850217536
740,2015,2,Santa Fe,16.093025858679276
741,2015,2,Santiago Del Estero,4.2466687085071415
742,2015,2,Tierra Del Fuego,22.095953780047246
743,2015,2,Tucumán,8.841187690702666
744,2015,1,Buenos Aires,17.241393436944044
745,2015,1,Capital Federal,43.65872499007399
746,2015,1,Catamarca,6.4030169907943355
747,2015,1,Chaco,7.143089175357747
748,2015,1,Chubut,11.585798774556789
749,2015,1,Córdoba,16.79362190248589
750,2015,1,Corrientes,7.642568763996284
751,2015,1,Entre Ríos,12.609336086982932
752,2015,1,Formosa,4.62384901660949
753,2015,1,Jujuy,5.050879913471037
754,2015,1,La Pampa,18.332348933631966
755,2015,1,La Rioja,4.462324463144091
756,2015,1,Mendoza,9.059236417534116
757,2015,1,Misiones,7.1884830279667495
758,2015,1,Neuquén,15.526250068921229
759,2015,1,Río Negro,13.99387526238606
760,2015,1,Salta,7.2946429647847415
761,2015,1,San Juan,7.039582453142129
762,2015,1,San Luis,2.790401457622043
763,2015,1,Santa Cruz,8.391896957421542
764,2015,1,Santa Fe,15.832773292036375
765,2015,1,Santiago Del Estero,4.2444689547784344
766,2015,1,Tierra Del Fuego,22.16715476458662
767,2015,1,Tucumán,8.71860866450986
768,2014,4,Buenos Aires,17.0147634301905
769,2014,4,Capital Federal,43.604620676636536
770,2014,4,Catamarca,6.459254980059493
771,2014,4,Chaco,5.81368220415458
772,2014,4,Chubut,12.22355578461917
773,2014,4,Córdoba,16.655707331301695
774,2014,4,Corrientes,6.174655065970425
775,2014,4,Entre Ríos,10.718328095183363
776,2014,4,Formosa,4.549162969289201
777,2014,4,Jujuy,4.982003512117359
778,2014,4,La Pampa,16.816524623987434
779,2014,4,La Rioja,4.496901902725229
780,2014,4,Mendoza,9.056377705209336
781,2014,4,Misiones,6.540662222041546
782,2014,4,Neuquén,15.52866412077054
783,2014,4,Río Negro,13.889530185847859
784,2014,4,Salta,7.103785883014793
785,2014,4,San Juan,7.100961754619733
786,2014,4,San Luis,2.7819569555272006
787,2014,4,Santa Cruz,8.15757414246012
788,2014,4,Santa Fe,15.657532856900755
789,2014,4,Santiago Del Estero,4.26296198713424
790,2014,4,Tierra Del Fuego,19.341882280727507
791,2014,4,Tucumán,8.693215352295233
792,2014,3,Buenos Aires,17.26299843234104
793,2014,3,Capital Federal,43.20639959292724
794,2014,3,Catamarca,6.269890252791938
795,2014,3,Chaco,5.627757222300207
796,2014,3,Chubut,12.388234071451354
797,2014,3,Córdoba,16.5601374978714
798,2014,3,Corrientes,5.9862826719116935
799,2014,3,Entre Ríos,10.433826435850124
800,2014,3,Formosa,4.5129252671268265
801,2014,3,Jujuy,4.68339443034039
802,2014,3,La Pampa,18.33753400191527
803,2014,3,La Rioja,4.379035874747908
804,2014,3,Mendoza,8.992236937014606
805,2014,3,Misiones,6.399773666851879
806,2014,3,Neuquén,16.726688649309313
807,2014,3,Río Negro,14.159932806209634
808,2014,3,Salta,7.053549273694012
809,2014,3,San Juan,7.0752480415613945
810,2014,3,San Luis,2.770051341285783
811,2014,3,Santa Cruz,8.34323913237982
812,2014,3,Santa Fe,15.437988654617879
813,2014,3,Santiago Del Estero,4.082169590293595
814,2014,3,Tierra Del Fuego,19.344392262780588
815,2014,3,Tucumán,8.381678430058432
816,2014,2,Buenos Aires,16.794925434991658
817,2014,2,Capital Federal,42.974776961427445
818,2014,2,Catamarca,6.284355435383139
819,2014,2,Chaco,5.602127567276613
820,2014,2,Chubut,12.696289361395674
821,2014,2,Córdoba,16.365408420405306
822,2014,2,Corrientes,5.945267054468535
823,2014,2,Entre Ríos,10.372072065869386
824,2014,2,Formosa,4.464869672895974
825,2014,2,Jujuy,4.784095434078587
826,2014,2,La Pampa,16.379048903362197
827,2014,2,La Rioja,4.3933834187878436
828,2014,2,Mendoza,8.95860097015214
829,2014,2,Misiones,6.365807425994047
830,2014,2,Neuquén,15.137568029498313
831,2014,2,Río Negro,13.946569423268942
832,2014,2,Salta,7.004015501526469
833,2014,2,San Juan,7.077771062624967
834,2014,2,San Luis,2.781512264860477
835,2014,2,Santa Cruz,8.744673181156902
836,2014,2,Santa Fe,15.216957428230305
837,2014,2,Santiago Del Estero,4.143683147939005
838,2014,2,Tierra Del Fuego,19.08631433655622
839,2014,2,Tucumán,8.409488588173268
840,2014,1,Buenos Aires,16.692346018019045
841,2014,1,Capital Federal,42.655071630586406
842,2014,1,Catamarca,6.184614520776599
843,2014,1,Chaco,5.553671463702625
844,2014,1,Chubut,12.703590133239262
845,2014,1,Córdoba,16.125183143749393
846,2014,1,Corrientes,5.891708288681968
847,2014,1,Entre Ríos,10.302247104839328
848,2014,1,Formosa,4.444467754793774
849,2014,1,Jujuy,4.724302778829112
850,2014,1,La Pampa,15.994061954006705
851,2014,1,La Rioja,4.353174900044055
852,2014,1,Mendoza,8.933318322823283
853,2014,1,Misiones,6.323160981949705
854,2014,1,Neuquén,14.882265766507492
855,2014,1,Río Negro,13.867842232252002
856,2014,1,Salta,6.976877486214764
857,2014,1,San Juan,7.050796578649686
858,2014,1,San Luis,2.684668505334274
859,2014,1,Santa Cruz,8.677326900880571
860,2014,1,Santa Fe,15.077800919408592
861,2014,1,Santiago Del Estero,4.058899015580628
862,2014,1,Tierra Del Fuego,19.10492102645171
863,2014,1,Tucumán,8.307214637543202
